step,gdp,assets,ffr,vix
1,24031.0548144864,6589954.170877747,3.6405538138968807,18.472578960597385
2,24033.683232410043,6591283.720884674,3.639767308502131,18.504105377958552
3,24036.224180035286,6591989.672885261,3.642130019457395,18.42048512099028
4,24039.715984106217,6594131.836359526,3.6430409102018464,18.373478020394273
5,24042.467212673993,6595699.434607993,3.6437215666539124,18.378235361099417
6,24044.280330404792,6597622.895071068,3.6442767047315026,18.400357077167588
